0.3	0.217563291	0.3
0.3	0.123575949	0.393924051
0.3	0.086155063	0.442658228
0.3	0.0	0.467468354
0.3	-0.050474684	0.556075949
0.3	-0.014794304	0.556075949
0.3	0.014794304	0.556075949
0.3	0.050474684	0.556075949
0.3	0.158386076	0.556075949
0.3	0.217563291	0.524177215
0.3	0.217563291	0.686329114
0.3	0.171439873	0.781139241
0.3	0.093117089	0.838734177
0.3	0.123575949	0.718227848
0.3	0.086155063	0.669493671
0.3	0.0	0.583544304
0.3	0.0	0.644683544
0.3	0.0	0.776708861
0.3	0.0	0.86
0.3	-0.093117089	0.838734177
0.3	-0.171439873	0.781139241
0.3	-0.123575949	0.718227848
0.3	-0.086155063	0.669493671
0.3	-0.217563291	0.686329114
0.3	-0.217563291	0.524177215
0.3	-0.158386076	0.556075949
0.3	-0.086155063	0.442658228
0.3	-0.123575949	0.393924051
0.3	-0.217563291	0.3
0.3	-0.075712025	0.3
0.3	0.0	0.335443038
0.3	0.075712025	0.3
